RefSeq	Symbol	Chr	Start	End	Strand	txLength	countLength	Cond1_Samp1	Cond1_Samp2	Cond2_Samp1	Cond2_Samp2	Cond3_Samp1	Cond3_Samp2	Cond4_Samp1	Cond5_Samp2
NM_010894	NEUROD1	chr2	79292797	79296793	-	3996	2494	0	0	0	0	0	0	0	0
NM_010895	NEUROD2	chr11	98186730	98190959	-	4229	3137	0	0	0	0	0	0	0	0
NM_007501	NEUROD4	chr10	129705207	129717296	-	12089	3345	0	0	0	0	0	0	0	0
NM_009717	NEUROD6	chr6	55627812	55631257	-	3445	2153	0	0	0	0	0	0	0	0
NM_009719	NEUROG3	chr10	61595837	61597511	+	1674	1540	0	0	0	0	0	0	0	0
NM_010898	NF2	chr11	4665847	4749547	-	83700	4728	961	1105	1479	1538	1675	1560	1593	1505
NM_001291169	NFATC2	chr2	168301909	168427157	-	125248	6713	0	10	13	82	2	0	1	2
NM_023699	NFATC4	chr14	56443631	56452780	+	9149	3267	1164	1178	1739	1500	853	845	1506	981
NM_010903	NFE2L3	chr6	51382668	51408767	+	26099	2544	2	6	7	13	7	8	6	4
NM_008688	NFIC	chr10	80858935	80889918	-	30983	6295	1944	2338	1186	1144	1338	1104	1951	1183
NM_001081982	NFIX	chr8	87228610	87324237	-	95627	5621	3775	3841	2138	2080	1558	1334	2195	1618
NM_030612	NFKBIZ	chr16	55811489	55838754	-	27265	3855	385	1045	1153	1249	798	851	370	593
NM_172766	NFRKB	chr9	31193776	31228918	+	35142	5161	321	390	409	342	513	460	278	263
NM_023739	NFX1	chr4	40917975	40973025	+	55050	4556	925	1086	1266	1290	1148	1185	783	975
NM_133921	NFXL1	chr5	72904542	72950884	-	46342	3670	361	373	364	399	245	273	161	159
NM_022414	NGB	chr12	88438480	88443489	-	5009	1616	6	3	5	4	6	5	3	7
NM_026890	NGDN	chr14	55634290	55642974	+	8684	1200	210	329	220	187	372	446	240	197
NM_013609	NGF	chr3	102273841	102324936	+	51095	1196	28	99	26	21	1	1	6	0
NM_033217	NGFR	chr11	95430139	95449012	-	18873	3401	1	1	0	1	0	0	0	1
NM_001110234	NGFRAP1	chrX	132804791	132806517	+	1726	892	1095	1671	563	907	258	378	29	50
NM_021504	NGLY1	chr14	17081827	17144440	+	62613	2880	386	369	467	299	668	592	672	486
NM_010916	NHLH2	chr1	173982422	173987727	-	5305	2487	0	0	1	0	2	0	0	0
NM_025811	NHLRC2	chr19	56622750	56673336	+	50586	3934	433	570	308	305	474	423	443	341
NM_172501	NHLRC3	chr3	53255917	53267180	-	11263	1560	249	189	111	105	101	104	120	143
NM_026631	NHP2	chr11	51433274	51437216	+	3942	962	256	547	557	659	1119	1175	303	300
NM_010917	NID1	chr13	13529868	13604542	+	74674	6046	11574	21177	14609	24996	11655	8152	8947	7913
NM_008695	NID2	chr14	20570478	20631009	+	60531	4498	1926	603	1795	495	979	762	681	498
NM_001286080	NIN	chr12	71119726	71213022	-	93296	6791	310	493	960	998	296	227	190	244
NM_207204	NINL	chr2	150760254	150835134	-	74880	5093	284	393	162	210	147	138	78	70
NM_153578	NIPA1	chr7	63233853	63274943	-	41090	1412	168	153	87	106	149	124	94	87
NM_001081205	NIPAL1	chr5	73039034	73062317	+	23283	4205	7	28	118	423	30	58	2	6
NM_145469	NIPAL2	chr15	34502553	34608461	-	105908	3696	0	0	0	0	0	0	0	0
NM_025623	NIPSNAP3A	chr4	53024795	53034931	+	10136	1507	287	403	175	218	219	218	253	174
NM_025719	NKAPL	chr13	21558915	21560370	-	1455	1455	0	0	0	1	0	0	0	0
NM_028186	NKD2	chr13	73956775	73985079	-	28304	3222	10	6	1	1	0	0	1	0
NM_029891	NKRF	chrX	34427536	34442894	-	15358	3266	98	145	251	257	494	347	217	227
NM_009123	NKX1-2	chr7	139787921	139791320	-	3399	1903	0	0	0	0	0	0	0	0
NM_009385	NKX2-1	chr12	57632923	57637895	-	4972	2830	0	0	0	0	0	0	0	0
NM_008699	NKX2-3	chr19	43686814	43690382	+	3568	2112	0	0	0	0	0	0	0	0
NM_008700	NKX2-5	chr17	26975609	26978510	-	2901	1524	1	0	5	1	0	0	0	0
NM_183248	NKX6-2	chr7	146767118	146768696	-	1578	1306	0	0	1	0	0	0	0	0
NM_138666	NLGN1	chr3	25330762	26230831	-	900069	5630	0	0	0	0	0	0	0	0
NM_008702	NLK	chr11	78380669	78510927	-	130258	4496	252	252	223	219	601	683	596	467
NM_001040696	NLRP1	chr11	70966603	71044235	-	77632	4159	0	1	1	0	0	0	0	0
NM_175532	NLRP10	chr7	116065366	116073672	-	8306	4483	2	1	1	0	0	0	1	0
NM_001002894	NLRP14	chr7	114310503	114341617	+	31114	3282	0	0	0	0	0	0	0	0
NM_145827	NLRP3	chr11	59356187	59380458	+	24271	4021	0	1	2	0	0	0	0	0
NM_133946	NLRP6	chr7	148106800	148115091	+	8291	4436	0	0	1	1	0	1	0	0
NM_001291280	NMB	chr7	88047112	88049948	-	2836	687	7	10	13	18	7	8	0	3
NM_008703	NMBR	chr10	14480094	14490362	+	10268	1173	0	1	0	0	0	0	0	0
NM_008704	NME1	chr11	93820238	93829835	-	9597	1235	560	1510	955	1485	1990	1868	341	297
NM_019731	NME4	chr17	26228689	26232415	-	3726	863	389	368	222	213	142	124	124	97
NM_001293313	NME7	chr1	166237802	166367431	+	129629	1535	192	279	133	121	118	146	115	97
NM_133435	NMNAT1	chr4	148842895	148859251	-	16356	954	43	64	31	38	90	87	82	92
NM_144533	NMNAT3	chr9	98197001	98311847	+	114846	2160	8	3	11	2	7	2	19	7
NM_026393	NMRAL1	chr16	4711317	4719356	-	8039	1458	142	238	63	113	291	268	143	106
NM_010341	NMUR1	chr1	88282899	88284716	-	1817	1218	1	0	1	0	0	1	0	0
NM_008710	NNT	chr13	120123123	120197818	-	74695	4614	1437	1526	712	841	402	328	741	456
NM_019836	NOA1	chr5	77723193	77739111	-	15918	2303	193	319	677	606	907	924	476	426
NM_021315	NOC3L	chr19	38862617	38893727	-	31110	3977	440	635	1232	1077	1113	1072	396	379
NM_133702	NOL11	chr11	107027974	107050695	-	22721	3160	370	616	528	565	856	806	344	280
NM_001134300	NOL4L	chr2	153233196	153355707	-	122511	6400	47	70	59	19	16	18	12	17
NM_001271397	NOL8	chr13	49748446	49774385	+	25939	4646	254	368	800	644	775	708	318	384
NM_001039352	NOLC1	chr19	46150336	46160033	+	9697	3665	837	1774	4251	4521	5351	5390	917	1356
NM_001252518	NONO	chrX	98624989	98643932	+	18943	2465	2589	4000	2219	3070	3187	3049	1591	1315
NM_138747	NOP2	chr6	125081900	125094771	+	12871	2623	548	1113	2508	2337	2728	2594	761	801
NM_024193	NOP56	chr2	130100147	130105049	+	4902	1890	392	1165	2965	2960	2887	2964	379	423
NM_008713	NOS3	chr5	23870636	23890292	+	19656	3829	2	4	0	0	4	2	187	49
NM_025533	NOSIP	chr7	52317798	52333873	+	16075	2134	374	532	310	316	438	482	264	287
NM_181547	NOSTRIN	chr2	68973856	69027386	+	53530	1807	2	4	1	4	4	4	0	0
NM_010930	NOV	chr15	54577482	54585316	+	7834	2365	10	18	4	4	0	1	1	0
NM_001029877	NOVA2	chr7	19511236	19550668	+	39432	8372	9	13	7	8	6	9	14	4
NM_198958	NOX3	chr17	3635239	3696261	-	61022	1792	0	0	1	0	0	0	0	0
NM_008718	NPAS1	chr7	17041069	17062129	-	21060	2091	9	5	6	4	6	4	7	4
NM_018787	NPFF	chr15	102354269	102355052	-	783	446	7	13	3	8	2	7	6	7
NM_133192	NPFFR2	chr5	89956453	90012765	+	56312	1643	0	0	0	0	0	0	0	0
NM_028721	NPHP3	chr9	103904873	103946141	+	41268	5894	208	289	193	142	141	107	156	175
NM_019459	NPHS1	chr7	31245076	31273628	+	28552	5064	0	0	0	0	0	0	0	0
NM_130456	NPHS2	chr1	158240865	158258166	+	17301	3108	0	3	0	1	0	1	0	0
NM_028749	NPL	chr1	155350145	155396844	-	46699	1403	1	2	1	0	1	0	0	0
NM_033525	NPNT	chr3	132544708	132613255	-	68547	4670	27	179	61	211	148	127	207	288
NM_010933	NPPC	chr1	88562867	88567148	-	4281	1042	0	0	0	1	0	0	0	0
NM_175678	NPSR1	chr9	23902461	24120842	+	218381	3791	0	0	0	0	0	0	0	0
NM_009145	NPTN	chr9	58430046	58500686	+	70640	2053	3004	3687	2669	3080	3936	3687	3203	2260
NM_016789	NPTX2	chr5	145306755	145318347	+	11592	2551	0	0	0	0	0	0	0	0
NM_023456	NPY	chr6	49772727	49779504	+	6777	545	0	0	0	0	0	0	0	0
NM_001205099	NPY2R	chr3	82342304	82352007	-	9703	3022	0	0	0	0	0	0	0	0
NM_011850	NR0B2	chr4	133109304	133112451	+	3147	1118	0	0	0	0	0	0	0	0
NM_011584	NR1D2	chr14	19036569	19071620	-	35051	4640	300	493	61	116	219	270	759	628
NM_001285518	NR1H2	chr7	51804985	51809335	-	4350	2009	635	723	403	399	589	629	1014	958
NM_010936	NR1I2	chr16	38248434	38294910	-	46476	2527	0	1	0	0	0	0	0	0
NM_011630	NR2C2	chr6	92041411	92123052	+	81641	4084	669	818	396	400	738	700	616	494
NM_152229	NR2E1	chr10	42281776	42303394	-	21618	3233	0	0	0	0	0	0	0	0
NM_013708	NR2E3	chr9	59790577	59797886	-	7309	1999	0	0	0	0	0	0	0	0
NM_183261	NR2F2	chr7	77496835	77511632	-	14797	4164	564	1131	705	803	229	340	313	282
NM_010264	NR6A1	chr2	38578893	38781981	-	203088	6185	232	190	196	177	190	167	163	120
NM_008733	NRAP	chr19	56394530	56464528	-	69998	5453	3	1	2	2	2	2	0	0
NM_147201	NRBP1	chr5	31543290	31553935	+	10645	2145	1038	1356	1220	1060	1141	967	887	801
NM_176930	NRCAM	chr12	45429871	45702833	+	272962	7572	3	2	2	2	7	5	9	5
NM_001109988	NREP	chr18	33596672	33623683	-	27011	2185	2261	581	348	104	203	75	1015	122
NM_001164226	NRF1	chr6	29997987	30103458	+	105471	3587	267	445	342	348	436	388	268	264
NM_022029	NRGN	chr9	37352077	37360330	-	8253	1293	1	2	0	1	3	0	0	1
NM_173440	NRIP1	chr16	76291106	76373294	-	82188	4529	210	374	490	507	1925	1840	3397	2659
NM_021717	NRIP2	chr6	128349783	128358953	+	9170	1896	4	6	4	13	16	13	27	18
NM_013724	NRK	chrX	135448968	135543629	+	94661	6602	104	58	40	16	13	5	22	3
NM_134122	NRM	chr17	35998262	36002345	+	4083	1464	34	153	38	105	221	209	83	54
NM_008737	NRP1	chr8	130882972	131029375	+	146403	5840	1770	2147	1584	1588	925	554	1805	724
NM_021552	NSA2	chr13	97899381	97907881	-	8500	2590	799	770	667	647	738	708	475	373
NM_008739	NSD1	chr13	55311142	55419686	+	108544	12784	1408	1407	1080	793	1332	1024	1673	1283
NM_008740	NSF	chr11	103683096	103815370	-	132274	3765	386	577	764	718	763	755	318	408
NM_001291074	NSFL1C	chr2	151319917	151337046	+	17129	1480	656	926	985	876	901	886	506	403
NM_026330	NSMCE1	chr7	132611153	132635056	-	23903	1066	206	328	126	143	214	229	168	111
NM_026746	NSMCE2	chr15	59205752	59433239	+	227487	1143	375	413	195	214	158	181	117	108
NM_001039387	NSMF	chr2	24909898	24918401	+	8503	2927	562	554	701	568	523	547	405	349
NM_027602	NSUN7	chr5	66651363	66689255	+	37892	2552	23	10	6	5	5	8	8	17
NM_001164363	NT5C2	chr19	46961320	47089679	-	128359	3689	462	667	410	380	860	840	974	1000
NM_134029	NT5M	chr11	59661574	59690035	+	28461	1306	108	157	174	109	301	308	239	224
NM_001164034	NTF3	chr6	126051429	126116762	-	65333	1428	0	0	1	0	0	0	0	0
NM_008743	NTHL1	chr17	24769626	24775783	+	6157	1080	134	115	55	57	74	73	107	65
NM_170592	NTMT1	chr2	30663496	30678534	+	15038	1217	333	393	848	663	653	688	239	266
NM_001289693	NTN5	chr7	52939391	52949926	+	10535	1242	1	3	2	0	0	0	3	0
NM_133501	NTNG2	chr2	29050340	29103560	-	53220	1557	0	0	1	0	0	0	0	0
NM_016736	NUB1	chr5	24191632	24216373	+	24741	3455	1556	1729	858	786	1152	1388	1678	1463
NM_011955	NUBP1	chr16	10412030	10424518	+	12488	1635	164	352	185	215	273	278	106	108
NM_175294	NUCKS1	chr1	133807034	133832898	+	25864	6096	1220	3417	1548	2793	2070	2418	1301	1646
NM_010948	NUDC	chr4	133088456	133101942	-	13486	1347	553	925	909	856	1082	1095	425	414
NM_173748	NUDCD3	chr11	6005694	6100454	-	94760	3962	824	1147	668	817	1067	1039	897	765
NM_021431	NUDT10	chrX	5624624	5631869	+	7245	2623	0	0	0	1	0	0	0	0
NM_026497	NUDT12	chr17	59140823	59152745	-	11922	2280	86	93	32	40	340	321	607	691
NM_172527	NUDT15	chr14	73919670	73948049	-	28379	2592	23	38	7	7	32	25	45	43
NM_025839	NUDT16L1	chr16	4939110	4941025	+	1915	1012	591	537	379	310	1021	884	664	528
NM_153136	NUDT18	chr14	70977653	70982378	+	4725	3716	136	122	63	65	153	171	967	724
NM_027722	NUDT4	chr10	95009640	95026801	-	17161	3231	1977	2867	1654	1819	3015	2998	4101	3364
NM_153561	NUDT6	chr3	37303903	37318518	-	14615	1080	75	53	80	86	42	74	219	108
NM_024437	NUDT7	chr8	116657473	116676212	+	18739	1099	123	127	64	46	109	97	404	321
NM_198304	NUP188	chr2	30141952	30199782	+	57830	5670	830	1361	1128	1208	1719	1666	734	703
NM_027513	NUP205	chr6	35127615	35197598	+	69983	6228	1370	2723	1541	1993	2922	2765	1113	903
NM_018815	NUP210	chr6	90963060	91066820	-	103760	7035	0	0	0	0	0	0	0	1
NM_027091	NUP35	chr2	80478968	80500228	+	21260	2732	91	208	104	124	267	228	47	61
NM_145706	NUP43	chr10	7387301	7398684	+	11383	1290	92	223	120	160	282	291	68	67
NM_183392	NUP54	chr5	92844565	92864225	-	19660	2332	284	484	317	405	500	541	243	277
NM_170591	NUP58	chr14	60838304	60870215	-	31911	2289	318	449	670	694	865	804	282	363
NM_172410	NUP93	chr8	96738500	96838966	+	100466	2928	445	1057	716	906	769	761	218	210
NM_001287164	NUP98	chr7	109267913	109358680	-	90767	6682	1206	2125	1284	1813	1302	1190	732	695
NM_019738	NUPR1	chr7	133766759	133768984	-	2225	626	260	315	85	142	256	220	1549	1292
NM_026171	NVL	chr1	183023553	183074288	-	50735	3060	323	537	492	581	664	675	332	328
NM_176940	NWD1	chr8	75170609	75238645	+	68036	7722	3	5	1	0	1	0	3	2
NM_001289735	NXF2	chrX	131479064	131499293	-	20229	2395	3	6	0	1	1	4	12	7
NM_145598	NXNL1	chr8	74084453	74090548	-	6095	2778	1	1	0	0	3	3	26	12
NM_001134457	NXPE3	chr16	55840065	55895392	-	55327	6430	88	111	149	127	25	30	17	23
NM_008752	NXPH2	chr2	23176765	23257493	+	80728	2579	0	0	0	0	0	0	0	0
NM_173415	NYX	chrX	13044797	13066439	+	21642	3621	11	2	11	4	1	3	6	9
NM_178884	OBSL1	chr1	75482399	75503027	-	20628	5770	2215	2318	1166	937	762	614	2408	2510
NM_010953	OC90	chr15	65707614	65743849	-	36235	1799	0	0	0	1	0	0	0	0
NM_029865	OCEL1	chr8	73895196	73897588	+	2392	1652	119	184	114	104	199	183	299	246
NM_008756	OCLN	chr13	101267321	101322453	-	55132	3192	1	3	0	0	0	0	0	0
NM_177215	OCRL	chrX	45265632	45319043	+	53411	5182	942	1006	834	597	458	486	481	454
NM_001162539	ODF2L	chr3	144781552	144816879	+	35327	2296	115	133	63	59	116	117	136	163
NM_198673	ODF3L1	chr9	56696465	56699770	-	3305	1080	0	2	0	2	6	13	78	46
NM_025671	OGFOD2	chr5	124562346	124565485	+	3139	1548	170	187	191	169	336	374	406	459
NM_025402	OGFOD3	chr11	121038906	121065962	-	27056	1083	23	23	14	11	16	17	129	61
NM_031373	OGFR	chr2	180324111	180330542	+	6431	2288	1373	1715	1318	1110	1688	1495	1068	842
NM_145921	OLAH	chr2	3259259	3283841	-	24582	1508	0	0	0	0	0	0	0	0
NM_172854	OLFML2A	chr2	38787499	38816105	+	28606	2409	0	0	0	0	0	2	7	12
NM_016968	OLIG1	chr16	91270013	91272184	+	2171	2171	0	0	0	0	0	0	0	0
NM_016967	OLIG2	chr16	91225794	91228922	+	3128	2437	0	0	0	0	0	0	0	0
NM_138648	OLR1	chr6	129435265	129457183	-	21918	3568	9	83	154	245	103	156	99	166
NM_012050	OMD	chr13	49678115	49687978	+	9863	1751	33	11	3	4	0	0	0	1
NM_194268	ONECUT2	chr18	64500017	64558142	+	58125	13391	161	213	132	118	136	120	154	126
NM_139226	ONECUT3	chr10	79957650	79980005	+	22355	4689	0	0	0	0	0	1	0	0
NM_153520	OPALIN	chr19	41137909	41151603	-	13694	892	0	0	0	0	0	0	0	0
NM_052976	OPHN1	chrX	95752853	96086324	-	333471	3932	408	268	122	76	427	314	417	300
NM_153122	OPLAH	chr15	76127032	76137675	-	10643	3791	175	170	105	69	99	114	883	631
NM_007538	OPN1SW	chr6	29326670	29330513	-	3843	2405	2	6	5	5	8	6	3	3
NM_013622	OPRD1	chr4	131666640	131700401	-	33761	4021	0	0	0	0	0	0	0	0
NM_181848	OPTN	chr2	4941687	4984984	-	43297	2413	224	173	36	62	40	53	224	261
NM_207136	OR10A7	chr7	6467184	6468138	-	954	954	0	0	0	0	0	0	0	0
NM_001011733	OR10AD1	chr15	98016443	98025973	-	9530	2083	0	1	0	0	0	0	0	0
NM_146350	OR10AG1	chr2	87258206	87259178	+	972	972	0	0	0	0	0	0	0	0
NM_147105	OR10G4	chr9	39801396	39802332	+	936	936	0	0	0	0	0	0	0	0
NM_001001809	OR10J3	chr1	175133488	175134430	+	942	942	0	0	0	0	0	0	0	0
NM_146410	OR10V1	chr19	11970512	11971442	+	930	930	4	4	0	0	0	2	4	2
NM_146715	OR10Z1	chr1	176180019	176181107	-	1088	1088	0	0	0	0	0	0	0	0
NM_146299	OR11H6	chr14	51261869	51263044	+	1175	1175	0	1	0	0	0	0	0	0
NM_146824	OR13C3	chr4	52868429	52869383	-	954	954	0	0	0	0	0	0	0	0
NM_146858	OR13F1	chr4	52838270	52839230	+	960	857	0	0	0	0	0	0	0	0
NM_001011866	OR13G1	chr7	93454694	93455621	-	927	927	0	0	0	0	0	0	0	0
NM_001011520	OR14C36	chr7	93417239	93418321	-	1082	1082	0	0	0	0	0	0	0	0
NM_146711	OR1A1	chr11	74019699	74020791	-	1092	1092	0	0	0	0	0	0	0	0
NM_147051	OR1B1	chr2	36960214	36961168	-	954	954	0	0	0	0	0	0	0	0
NM_001011851	OR1D2	chr11	74178172	74179111	+	939	939	0	0	0	0	0	0	0	0
NM_146942	OR1N1	chr2	36714933	36715866	-	933	933	0	0	1	0	0	0	0	0
NM_146939	OR1N2	chr2	36762467	36763421	+	954	954	0	0	0	0	0	0	0	0
NM_146295	OR2A12	chr6	42877231	42878158	+	927	927	0	0	0	0	0	0	0	0
NM_028910	OR2AG2	chr7	113957657	113964223	+	6566	3063	0	0	0	0	0	0	0	0
NM_001011789	OR2B11	chr11	59384283	59385240	-	957	957	0	0	0	0	1	0	0	0
NM_008762	OR2C1	chr16	3838974	3839913	+	939	939	0	0	0	0	0	0	0	0
NM_001162940	OR2D2	chr7	114249425	114250373	-	948	948	0	0	0	0	0	0	0	0
NM_146357	OR2L13	chr16	19530072	19531011	-	939	939	0	0	0	0	0	0	0	0
NM_146935	OR2L2	chr16	19514788	19515727	-	939	939	0	0	0	0	0	0	0	0
NM_146706	OR3A1	chr11	73934792	73935740	+	948	948	0	0	0	0	0	0	0	0
NM_146973	OR4A15	chr2	89202639	89203584	-	945	945	0	0	0	0	0	0	0	0
NM_146455	OR4A16	chr2	89322345	89323290	-	945	945	0	0	0	0	0	0	0	0
NM_146476	OR4A5	chr2	89628562	89629507	-	945	945	0	0	0	0	0	0	0	0
NM_146341	OR4C12	chr2	89783340	89784270	-	930	930	0	0	0	0	0	0	0	0
NM_146772	OR4C6	chr2	88431962	88432883	+	921	921	0	0	0	0	0	0	0	0
NM_146412	OR4D1	chr11	87727421	87728505	-	1084	1084	0	0	0	0	0	0	0	0
NM_146404	OR4F17	chr2	111323588	111324485	+	897	897	0	0	0	0	0	0	0	0
NM_146493	OR4K2	chr14	50805936	50806893	-	957	957	0	0	0	0	0	0	0	0
NM_146494	OR4N5	chr14	50513932	50521616	-	7684	1582	0	0	0	0	0	0	0	0
NM_146263	OR4X2	chr2	90240796	90241831	+	1035	1035	0	0	0	0	0	0	0	0
NM_013616	OR51B6	chr7	111054855	111055961	+	1106	1106	0	0	0	0	0	0	0	0
NM_147093	OR51E1	chr7	109850836	109860568	+	9732	2923	0	0	0	0	0	0	0	0
NM_147109	OR51G2	chr7	110121565	110122504	-	939	939	0	0	0	0	0	0	0	0
NM_146822	OR51I1	chr7	111169885	111170830	-	945	945	0	0	0	0	0	0	0	0
NM_001271020	OR51M1	chr7	111063575	111078425	+	14850	1550	0	0	0	0	0	0	0	0
NM_147085	OR51S1	chr7	110057382	110058351	-	969	969	0	0	0	0	0	0	0	0
NM_146360	OR51T1	chr7	110096980	110098021	+	1041	1041	0	0	0	0	0	0	0	0
NM_147056	OR52D1	chr7	111254794	111255733	+	939	939	0	0	0	0	0	0	0	0
NM_001011755	OR52E6	chr7	112123555	112124497	-	942	942	0	0	0	0	0	0	0	0
NM_146754	OR52I1	chr7	109818414	109819437	+	1023	1023	0	0	0	0	0	0	0	0
NM_001011527	OR52N4	chr7	115688040	115689012	+	972	972	0	0	0	0	0	0	0	0
NM_146682	OR5A1	chr19	12194210	12195164	-	954	954	0	0	0	0	0	0	0	0
NM_146580	OR5AP2	chr2	85689576	85690655	+	1079	1079	0	0	0	0	0	0	0	0
NM_146699	OR5B12	chr19	12958372	12959317	+	945	945	0	0	0	0	0	0	0	0
NM_146691	OR5B3	chr19	13439119	13440046	+	927	927	0	0	0	0	0	0	0	0
NM_146374	OR5C1	chr2	37187268	37188252	+	984	984	0	0	0	0	0	0	0	0
NM_146643	OR5D16	chr2	87782838	87783783	-	945	945	0	0	0	0	0	0	0	0
NM_054090	OR5D18	chr2	87874352	87875294	-	942	942	0	0	0	0	0	0	0	0
NM_147010	OR5J2	chr2	86137974	86138913	+	939	939	0	0	0	0	0	0	0	0
NM_001011662	OR5K4	chr16	58915511	58918312	-	2801	1142	0	0	0	0	0	0	0	0
NM_001011872	OR5M9	chr2	85886600	85887623	+	1023	1023	0	0	0	0	0	0	0	0
NM_001011871	OR5P2	chr7	115755822	115756767	+	945	945	0	0	0	0	0	0	0	0
NM_146549	OR6C1	chr10	128873869	128874808	+	939	939	0	0	0	0	0	0	0	0
NM_146670	OR6C70	chr10	129338831	129339782	-	951	951	0	0	0	0	0	0	0	0
NM_146324	OR6C76	chr10	129212926	129213913	+	987	987	0	0	0	0	0	0	0	0
NM_146761	OR6P1	chr1	176360560	176361515	+	955	955	0	0	0	0	0	0	0	0
NM_207694	OR6Y1	chr1	176378755	176379733	+	978	978	0	0	0	0	0	0	0	0
NM_030553	OR8A1	chr9	37518932	37519865	-	933	933	0	0	0	0	0	0	1	0
NM_146272	OR8D1	chr9	38737757	38738684	+	927	927	0	0	0	0	0	0	0	0
NM_146815	OR8D2	chr9	38684762	38685689	+	927	927	0	0	0	0	0	0	0	0
NM_146582	OR8K1	chr2	86056914	86057865	-	951	951	0	0	0	0	0	0	0	0
NM_001177857	OR8K5	chr2	86154499	86155442	-	943	943	0	0	0	0	0	0	0	0
NM_146583	OR8U1	chr2	86021306	86022266	-	960	960	0	0	0	0	0	0	0	0
NM_001011831	OR9Q1	chr19	13901948	13902884	-	936	936	0	0	0	0	0	0	0	0
NM_011958	ORC4	chr2	48758371	48804787	-	46416	3616	538	725	702	855	984	862	520	661
NM_011959	ORC5	chr5	21992306	22056149	-	63843	2059	265	371	258	253	619	763	592	634
NM_145517	ORMDL1	chr1	53353938	53367089	+	13151	1846	249	310	98	135	259	273	221	235
NM_176840	OSBPL11	chr16	33185156	33243398	+	58242	4521	606	766	800	716	1363	1512	1243	1339
NM_144500	OSBPL2	chr2	179854070	179897385	+	43315	2745	725	667	545	492	889	857	982	934
NM_001163645	OSBPL3	chr6	50243325	50406169	-	162844	6779	210	537	286	466	93	113	442	311
NM_024289	OSBPL5	chr7	150874666	150927868	-	53202	3994	875	849	534	490	185	143	271	175
NM_025699	OSER1	chr2	163231557	163245206	-	13649	1562	267	338	220	320	366	396	266	320
NM_011859	OSR1	chr12	9581247	9588306	+	7059	2011	1239	1760	771	612	45	87	30	27
NM_001134692	OST4	chr5	31208888	31210161	-	1273	490	925	1020	856	794	912	1028	919	638
NM_025509	OSTC	chr3	130398834	130412362	-	13528	1062	968	1116	1292	1006	1312	1196	544	495
NM_017375	OSTF1	chr19	18654853	18706303	-	51450	1714	600	826	564	653	532	585	524	698
NM_172416	OSTM1	chr10	42398721	42422268	+	23547	3009	791	694	596	393	400	421	369	405
NM_198112	OSTN	chr16	27307726	27351295	+	43569	1268	3	0	1	0	0	0	4	1
NM_008769	OTC	chrX	9829484	9898150	+	68666	2265	0	0	0	0	0	0	0	0
NM_139310	OTOA	chr7	128226951	128306603	+	79652	3649	1	3	0	1	1	1	1	5
NM_001177567	OTOGL	chr10	107199365	107349190	-	149825	6984	20	155	20	118	12	81	6	75
NM_027132	OTOP3	chr11	115196047	115208240	+	12193	2422	0	0	0	0	0	0	0	0
NM_026580	OTUB2	chr12	104626890	104644560	+	17670	2813	82	102	61	60	145	153	100	115
NM_138604	OTUD5	chrX	7418956	7453752	+	34796	4259	895	1049	810	886	795	759	889	691
NM_152812	OTUD6B	chr4	14736651	14753734	-	17083	3259	354	675	889	905	1340	1278	777	831
NM_130880	OTUD7A	chr7	70589657	70903913	+	314256	3461	0	0	1	0	1	0	0	0
NM_001025614	OTUD7B	chr3	95908449	95965052	+	56603	8043	725	948	657	800	563	548	495	537
NM_011023	OTX1	chr11	21894766	21901654	-	6888	2825	49	77	16	11	42	47	48	57
NM_001286481	OTX2	chr14	49277351	49287319	-	9968	2333	0	0	0	0	0	0	0	0
NM_019935	OVOL1	chr19	5549136	5560575	-	11439	2900	5	2	2	1	1	3	3	0
NM_001289817	OVOL3	chr7	31018315	31021784	-	3469	1927	2	0	1	0	0	0	0	4
NM_026936	OXA1L	chr14	54980524	54989353	+	8829	2306	612	619	369	407	984	937	827	763
NM_024188	OXCT1	chr15	3976427	4105344	+	128917	3060	5371	3833	3039	2353	6367	7665	7230	7722
NM_133985	OXSR1	chr9	119147550	119231545	-	83995	4646	519	984	926	1027	1115	1174	725	836
NM_008771	P2RX1	chr11	72812646	72828699	+	16053	2441	1	0	0	0	0	0	0	1
NM_145526	P2RX3	chr2	84836708	84875991	-	39283	4190	232	239	96	91	135	115	932	427
NM_011026	P2RX4	chr5	123157565	123179051	+	21486	1993	1649	833	806	390	311	263	471	317
NM_172435	P2RY10	chrX	104284673	104300309	+	15636	2827	6	1	1	0	0	1	1	1
NM_027571	P2RY12	chr3	59020192	59066753	-	46561	2338	0	0	0	0	0	0	0	0
NM_001287119	P2RY14	chr3	58918544	58957414	-	38870	1543	1	2	2	0	0	0	0	0
NM_183168	P2RY6	chr7	108086147	108112880	-	26733	1917	16	19	2	6	1	3	4	5
NM_011030	P4HA1	chr10	58786043	58836052	+	50009	4043	1471	2261	1839	2307	1090	983	1518	2176
NM_025755	PACRGL	chr5	48763630	48779995	+	16365	1464	105	133	94	88	121	116	76	75
NM_153129	PACS1	chr19	5133684	5273119	-	139435	4342	659	695	454	434	230	209	396	279
NM_001289677	PACSIN3	chr2	91096321	91104837	+	8516	1865	300	407	152	143	249	311	541	501
NM_011059	PADI1	chr4	140368895	140401693	-	32798	2556	0	0	0	0	0	0	0	0
